postal_code,category,number_licensed
L7E 3M4,BUILDING RENOVATOR,1
L7E 3P1,BUILDING RENOVATOR,1
L7E 3S3,DRIVEWAY PAVING CONTRACTOR,1
L7E 3V2,BUILDING RENOVATOR,1
L7E 3V4,TAXICAB OWNER,1
L7E 3V6,HEATING CONTRACTOR,1
L7E 3W8,PLUMBING CONTRACTOR,1
L7E 3X2,PLUMBING CONTRACTOR,1
L7E 3X2,TEMPORARY SIGN PROVIDER,1
L7E 3Z8,PLUMBING CONTRACTOR,1
L7E 4B3,PLUMBING CONTRACTOR,1
L7E 4C1,BUILDING RENOVATOR,1
L7E 4E1,BUILDING RENOVATOR,1
L7E 4E1,TAXICAB OWNER,2
L7E 4K8,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7E 4V5,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7E 4Z9,PLUMBING CONTRACTOR,1
L7E 5A1,BUILDING RENOVATOR,1
L7E 5A2,HEATING CONTRACTOR,1
L7E 5A8,BUILDING RENOVATOR,1
L7E 5B5,HEATING CONTRACTOR,1
L7E 5B5,PLUMBING CONTRACTOR,1
L7E 5C1,BUILDING RENOVATOR,1
L7E 5C1,DRIVEWAY PAVING CONTRACTOR,1
L7E 5R9,BUILDING RENOVATOR,1
L7E 5R9,HEATING CONTRACTOR,1
L7E 5S1,BUILDING RENOVATOR,2
L7E 5V5,PLUMBING & HEATING CONTRACTOR,2
L7E 5X9,DRIVEWAY PAVING CONTRACTOR,1
L7G,AUCTIONEER,2
L7G,BUILDING RENOVATOR,3
L7G,DRAIN LAYER,1
L7G,DRIVING INSTRUCTOR (V),2
L7G,HEATING CONTRACTOR,3
L7G,LIMOUSINE OWNER,2
L7G,MASTER HEATING INSTALLER,5
L7G,MASTER PLUMBER,16
L7G,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7G,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,2
L7G,PLUMBING CONTRACTOR,3
L7G,TAXICAB OWNER,18
L7G,TORONTO TAXICAB OWNER,1
L7G,TOW TRUCK OWNER,1
L7G 0K7,BUILDING RENOVATOR,1
L7G 0M5,BUILDING RENOVATOR,1
L7G 1X8,PLUMBING CONTRACTOR,1
L7G 3P6,BUILDING RENOVATOR,1
L7G 4S3,PLUMBING & HEATING CONTRACTOR,1
L7G 4S4,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7G 4S4,TAXICAB OWNER,1
L7G 4S5,BUILDING RENOVATOR,1
L7G 4S5,PRIVATE PARKING ENFORCEMENT AGENCY,1
L7G 4S6,PLUMBING CONTRACTOR,2
L7G 4S6,TAXICAB OWNER,2
L7G 4S8,BUILDING RENOVATOR,1
L7G 4X6,TOW TRUCK OWNER,3
L7G 5J2,BUILDING RENOVATOR,1
L7G 5R4,BUILDING RENOVATOR,1
L7G 5W8,TAXICAB OWNER,2
L7G 6E7,PLUMBING CONTRACTOR,1
L7G 6G5,PLUMBING & HEATING CONTRACTOR,1
L7G 6M5,BUILDING RENOVATOR,1
L7J,AUCTIONEER,1
L7J,BUILDING RENOVATOR,2
L7J,MASTER HEATING INSTALLER,7
L7J,MASTER PLUMBER,4
L7J,PLUMBING & HEATING CONTRACTOR,1
L7J 2L7,PLUMBING & HEATING CONTRACTOR,1
L7J 2L7,PLUMBING CONTRACTOR,1
L7J 2M1,BUILDING RENOVATOR,2
L7J 2X4,PLUMBING & HEATING CONTRACTOR,1
L7K,BUILDING RENOVATOR,4
L7K,DRIVING INSTRUCTOR (V),1
L7K,MASTER HEATING INSTALLER,7
L7K,MASTER PLUMBER,9
L7K,MOBILE VENDING (FOOD TRUCK),1
L7K,MOBILE VENDING (ICE CREAM TRUCK),2
L7K,MOTORIZED REFRESHMENT VEHICLE OWNER,6
L7K,PLUMBING CONTRACTOR,2
L7K,TAXICAB OWNER,1
L7K 0H5,BUILDING RENOVATOR,1
L7K 0Z3,BUILDING RENOVATOR,1
L7K 1C5,HEATING CONTRACTOR,1
L7K 1H1,BUILDING RENOVATOR,1
L7K 1N2,BUILDING RENOVATOR,1
L7K 1N7,PLUMBING CONTRACTOR,1
L7K 2B8,PLUMBING & HEATING CONTRACTOR,1
L7K 2G4,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7K 2J5,BUILDING RENOVATOR,1
L7K 2M3,PLUMBING CONTRACTOR,1
L7L,BUILDING RENOVATOR,3
L7L,DRAIN LAYER,2
L7L,LIMOUSINE OWNER,1
L7L,MASTER HEATING INSTALLER,3
L7L,MASTER PLUMBER,6
L7L,TAXICAB OWNER,1
L7L 1K2,BUILDING RENOVATOR,1
L7L 1S7,BUILDING RENOVATOR,1
L7L 2G6,BUILDING RENOVATOR,1
L7L 3N1,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7L 3X3,PLUMBING CONTRACTOR,1
L7L 5J6,LIMOUSINE OWNER,1
L7L 5K8,BUILDING RENOVATOR,1
L7L 5L5,TOW TRUCK OWNER,1
L7L 5T8,BUILDING RENOVATOR,1
L7L 5Y6,PLUMBING CONTRACTOR,1
L7L 6V1,PRIVATE PARKING ENFORCEMENT AGENCY,1
L7L 7H6,TAXICAB OWNER,1
L7M,BUILDING RENOVATOR,3
L7M,DRAIN LAYER,1
L7M,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
L7M,LIMOUSINE OWNER,3
L7M,MASTER HEATING INSTALLER,3
L7M,MASTER PLUMBER,11
L7M,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7M,PLUMBING CONTRACTOR,1
L7M,TAXICAB OWNER,4
L7M 0E4,BUILDING RENOVATOR,1
L7M 0G3,PLUMBING & HEATING CONTRACTOR,1
L7M 0G3,PLUMBING CONTRACTOR,1
L7M 0M8,BUILDING RENOVATOR,1
L7M 0P2,BUILDING RENOVATOR,1
L7M 1K5,DRAIN CONTRACTOR,1
L7M 1R7,PLUMBING CONTRACTOR,1
L7M 1T4,PLUMBING & HEATING CONTRACTOR,1
L7M 3W9,BUILDING RENOVATOR,1
L7M 4B4,BUILDING RENOVATOR,1
L7M 4G5,BUILDING RENOVATOR,1
L7N,BUILDING RENOVATOR,1
L7N,HAWKER/PEDLAR ON FOOT,1
L7N,MASTER HEATING INSTALLER,1
L7N,MASTER PLUMBER,2
L7N 2R4,BUILDING RENOVATOR,1
L7N 2R4,PLUMBING CONTRACTOR,1
L7N 2V7,BUILDING RENOVATOR,1
L7N 3G7,PRIVATE PARKING ENFORCEMENT AGENCY,1
L7N 3N1,PLUMBING & HEATING CONTRACTOR,1
L7N 3N2,PLUMBING CONTRACTOR,1
L7N 3T3,PLUMBING CONTRACTOR,1
L7P,BUILDING RENOVATOR,1
L7P,DRAIN LAYER,1
L7P,HAWKER/PEDLAR ON FOOT,5
L7P,MASTER PLUMBER,4
L7P,PLUMBING CONTRACTOR,2
L7P,TAXICAB OWNER,3
L7P 0T2,BUILDING RENOVATOR,1
L7P 1A5,PLUMBING CONTRACTOR,1
L7P 1A6,PLUMBING CONTRACTOR,1
L7P 1E5,PLUMBING CONTRACTOR,1
L7P 1X7,TAXICAB OWNER,1
L7P 4G4,BUILDING RENOVATOR,1
L7P 4L8,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7P 4M9,TAXICAB OWNER,2
L7R,BUILDING RENOVATOR,2
L7R,HAWKER/PEDLAR ON FOOT,2
L7R,MASTER PLUMBER,3
L7R,PLUMBING CONTRACTOR,1
L7R 2E7,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L7R 2S7,BUILDING RENOVATOR,1
L7R 3S9,BUILDING RENOVATOR,1
L7S,AUCTIONEER,1
L7S,BUILDING RENOVATOR,1
L7S,CHIMNEY REPAIRMAN,1
L7S,DRAIN LAYER,1
L7S,MASTER PLUMBER,3
L7S,TAXICAB OWNER,1
L7T,BUILDING RENOVATOR,1
L7T,MASTER HEATING INSTALLER,3
L7T,MASTER PLUMBER,2
L7T,TAXICAB OWNER,4
L7T 1K6,BUILDING RENOVATOR,1
L7T 2T4,BUILDING RENOVATOR,1
L7T 4A7,PLUMBING & HEATING CONTRACTOR,1
L7T 4A8,BUILDING RENOVATOR,1
L7T 4B1,BUILDING RENOVATOR,1
L7T 4B1,DRAIN CONTRACTOR,1
L7V,MASTER PLUMBER,2
L8B,DRIVING INSTRUCTOR (V),1
L8B,MASTER PLUMBER,1
L8B,TAXICAB OWNER,3
L8B 0E8,BUILDING RENOVATOR,1
L8B 0G5,HAWKER/PEDLAR WITH PUSH CART,1
L8B 0M5,PLUMBING CONTRACTOR,1
L8E,AUCTIONEER,3
L8E,BUILDING RENOVATOR,1
L8E,HAWKER/PEDLAR ON FOOT,17
L8E,HAWKER/PEDLAR WITH MOTOR VEHICLE,2
L8E,MASTER HEATING INSTALLER,1
L8E,MASTER PLUMBER,3
L8E 1H9,TAXICAB BROKER,1
L8E 2K3,BUILDING RENOVATOR,2
L8E 2K4,PLUMBING CONTRACTOR,1
L8E 2X2,TOW TRUCK OWNER,2
L8E 3C1,PLUMBING CONTRACTOR,1
L8E 5B7,TOW TRUCK OWNER,1
L8E 5H4,HEATING CONTRACTOR,1
L8E 5P9,PLUMBING CONTRACTOR,1
L8G,DRAIN CONTRACTOR,1
L8G,DRAIN LAYER,1
L8G,DRIVING INSTRUCTOR (V),1
L8G,HAWKER/PEDLAR ON FOOT,14
L8G,HAWKER/PEDLAR WITH MOTOR VEHICLE,3
L8G,MASTER PLUMBER,1
L8G,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L8G 1C1,TOW TRUCK OWNER,1
L8G 1N0,TAXICAB OWNER,2
L8G 1N9,BUILDING RENOVATOR,1
L8G 2B4,PLUMBING CONTRACTOR,1
L8G 4W1,BUILDING RENOVATOR,1
L8G 5E2,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),1
L8G 5H6,TOW TRUCK OWNER,2
L8H,BUILDING RENOVATOR,2
L8H,HAWKER/PEDLAR ON FOOT,2
L8H,PLUMBING CONTRACTOR,1
L8H 5A5,BUILDING RENOVATOR,1
L8J,AUCTIONEER,1
L8J,BUILDING RENOVATOR,1
L8J,HAWKER/PEDLAR ON FOOT,13
L8J,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
L8J,LIMOUSINE OWNER,1
L8J,MASTER PLUMBER,2
L8J,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L8J,TORONTO TAXICAB OWNER,1
L8J 0M4,BUILDING RENOVATOR,1
L8J 1H7,BUILDING RENOVATOR,1
L8J 1R1,PLUMBING CONTRACTOR,1
L8J 2V1,BUILDING RENOVATOR,1
L8J 2X7,PLUMBING CONTRACTOR,1
L8J 3B8,COLLECTOR OF SECOND HAND GOODS,2
L8J 3L4,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L8K,HAWKER/PEDLAR ON FOOT,4
L8L,BUILDING RENOVATOR,1
L8L,HAWKER/PEDLAR ON FOOT,1
L8L,MASTER PLUMBER,1
L8L,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L8L 2J5,BUILDING RENOVATOR,1
L8L 2X6,BUILDING RENOVATOR,1
L8L 8G5,BUILDING RENOVATOR,1
L8M,HAWKER/PEDLAR ON FOOT,1
L8M 2X5,BUILDING RENOVATOR,1
L8N,BUILDING RENOVATOR,1
L8N,MASTER PLUMBER,2
L8N,TAXICAB OWNER,1
L8N 2B9,BUILDING RENOVATOR,1
L8N 2E3,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L8P,HAWKER/PEDLAR ON FOOT,1
L8P,MASTER PLUMBER,1
L8P 1K2,LIMOUSINE OWNER,4
L8P 1R1,PLUMBING CONTRACTOR,1
L8P 1R8,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L8P 2V5,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L8R,HAWKER/PEDLAR ON FOOT,1
L8T,HAWKER/PEDLAR ON FOOT,2
L8T,MASTER PLUMBER,2
L8T,PLUMBING CONTRACTOR,1
L8T 2M8,PLUMBING CONTRACTOR,1
L8V,HAWKER/PEDLAR ON FOOT,2
L8V,MASTER HEATING INSTALLER,1
L8V,MASTER PLUMBER,2
L8V,PLUMBING CONTRACTOR,2
L8W,BUILDING RENOVATOR,1
L8W,COLLECTOR OF SECOND HAND GOODS,1
L8W,HAWKER/PEDLAR ON FOOT,5
L8W,MASTER PLUMBER,1
L8W 2S4,BUILDING RENOVATOR,1
L8W 2Z9,LIMOUSINE OWNER,3
L9A,BUILDING RENOVATOR,1
L9A,HAWKER/PEDLAR ON FOOT,2
L9A,MASTER PLUMBER,1
L9A,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9A 0B6,PLUMBING CONTRACTOR,1
L9B 0B3,BUILDING RENOVATOR,1
L9C,BUILDING RENOVATOR,2
L9C,DRIVING INSTRUCTOR (V),1
L9C,MASTER HEATING INSTALLER,1
L9C,MASTER PLUMBER,3
L9C,PLUMBING CONTRACTOR,2
L9C 1H7,HEATING CONTRACTOR,1
L9C 2V4,BUILDING RENOVATOR,1
L9C 4W2,BUILDING RENOVATOR,1
L9E,DRIVING INSTRUCTOR (V),2
L9E,LIMOUSINE OWNER,2
L9E,TAXICAB OWNER,6
L9E 0B4,BUILDING RENOVATOR,1
L9E 1K3,LIMOUSINE OWNER,1
L9E 1M4,TAXICAB OWNER,1
L9E 1N1,PRIVATE TRANSPORTATION COMPANY,1
L9G,AUCTIONEER,1
L9G,DRAIN LAYER,1
L9G,MASTER HEATING INSTALLER,1
L9G,MASTER PLUMBER,3
L9G,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9G 1K4,TOW TRUCK OWNER,3
L9G 4V5,PLUMBING CONTRACTOR,2
L9H,BUILDING RENOVATOR,1
L9H,MASTER PLUMBER,1
L9H,TAXICAB OWNER,2
L9H 2K1,BUILDING RENOVATOR,1
L9H 4S1,BUILDING RENOVATOR,1
L9H 5B4,BUILDING RENOVATOR,1
L9H 6H5,TAXICAB OWNER,1
L9J,DRIVING INSTRUCTOR (V),1
L9K,BUILDING RENOVATOR,2
L9K,HAWKER/PEDLAR ON FOOT,1
L9K,MASTER HEATING INSTALLER,1
L9K,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9K,TAXICAB OWNER,2
L9K 0H7,TAXICAB OWNER,1
L9K 1S5,PLUMBING & HEATING CONTRACTOR,1
L9L,BUILDING RENOVATOR,4
L9L,MASTER HEATING INSTALLER,1
L9L,MASTER PLUMBER,5
L9L,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9L,TAXICAB OWNER,3
L9L 1B2,BUILDING RENOVATOR,1
L9L 1B2,TOW TRUCK OWNER,2
L9L 1B6,BUILDING RENOVATOR,1
L9L 1C1,PLUMBING CONTRACTOR,1
L9L 1G2,PLUMBING CONTRACTOR,1
L9L 1P5,BUILDING RENOVATOR,1
L9L 1R9,TAXICAB OWNER,2
L9M,BUILDING RENOVATOR,1
L9M,MASTER HEATING INSTALLER,2
L9M,MASTER PLUMBER,2
L9M 0A7,HEATING CONTRACTOR,1
L9M 0H5,PLUMBING CONTRACTOR,1
L9M 1R3,BUILDING RENOVATOR,1
L9M 1R3,HEATING CONTRACTOR,1
L9M 1R3,TAXICAB OWNER,1
L9M 1R4,BUILDING RENOVATOR,1
L9N,BUILDING RENOVATOR,2
L9N,DRIVING INSTRUCTOR (V),2
L9N,MASTER HEATING INSTALLER,4
L9N,MASTER PLUMBER,20
L9N,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9N,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,3
L9N,PLUMBING CONTRACTOR,4
L9N,TAXICAB OWNER,5
L9N,TORONTO TAXICAB OWNER,1
L9N,TOW TRUCK OWNER,8
L9N 0C3,BUILDING RENOVATOR,1
L9N 0E4,PLUMBING CONTRACTOR,1
L9N 0E9,BUILDING RENOVATOR,1
L9N 0K7,BUILDING RENOVATOR,1
L9N 0L8,PLUMBING CONTRACTOR,1
L9N 0M6,PLUMBING CONTRACTOR,1
L9N 0P2,MOBILE VENDING (FOOD TRUCK),1
L9N 0P2,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9N 0R2,BUILDING RENOVATOR,1
L9N 0S1,BUILDING RENOVATOR,1
L9N 0S1,TOW TRUCK OWNER,2
L9N 0S8,PLUMBING CONTRACTOR,2
L9N 0T3,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9N 1A4,TOW TRUCK OWNER,1
L9N 1B1,PLUMBING CONTRACTOR,2
L9N 1B5,BUILDING RENOVATOR,1
L9N 1E6,PLUMBING CONTRACTOR,1
L9N 1E8,BUILDING RENOVATOR,1
L9N 1G6,PLUMBING CONTRACTOR,1
L9N 1G8,DRIVEWAY PAVING CONTRACTOR,1
L9N 1H1,PLUMBING CONTRACTOR,1
L9N 1H3,HEATING CONTRACTOR,2
L9N 1K4,PLUMBING CONTRACTOR,2
L9N 1N4,TOW TRUCK OWNER,3
L9N 1P1,BUILDING RENOVATOR,1
L9N 1P2,BUILDING RENOVATOR,1
L9N 1P5,BUILDING RENOVATOR,1
L9N 1P5,TOW TRUCK OWNER,5
L9N 1R3,BUILDING RENOVATOR,1
L9N 1R9,BUILDING RENOVATOR,1
L9P,BUILDING RENOVATOR,6
L9P,HEATING CONTRACTOR,1
L9P,MASTER HEATING INSTALLER,9
L9P,MASTER PLUMBER,11
L9P,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L9P,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,3
L9P,TAXICAB OWNER,3
L9P,TOW TRUCK OWNER,1
L9P 0G5,BUILDING RENOVATOR,1
L9P 0H8,PLUMBING CONTRACTOR,1
L9P 1B3,BUILDING RENOVATOR,1
L9P 1J9,PLUMBING CONTRACTOR,1
L9P 1N9,BUILDING RENOVATOR,1
L9P 1R1,BUILDING RENOVATOR,4
L9P 1R3,BUILDING RENOVATOR,1
L9P 1R4,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9P 1R4,PLUMBING & HEATING CONTRACTOR,1
L9P 1R5,TAXICAB OWNER,1
L9P 1R8,HEATING CONTRACTOR,1
L9P 1X6,PLUMBING & HEATING CONTRACTOR,1
L9P 1X6,PLUMBING CONTRACTOR,1
L9P 2A1,PLUMBING CONTRACTOR,1
L9R,DRAIN LAYER,4
L9R,DRIVING INSTRUCTOR (V),2
L9R,HEATING CONTRACTOR,1
L9R,MASTER HEATING INSTALLER,7
L9R,MASTER PLUMBER,10
L9R,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9R,PLUMBING CONTRACTOR,5
L9R,TAXICAB OWNER,4
L9R,TOW TRUCK OWNER,7
L9R 0G2,PLUMBING CONTRACTOR,1
L9R 0L1,BUILDING RENOVATOR,1
L9R 1T9,HEATING CONTRACTOR,1
L9R 1V2,DRAIN CONTRACTOR,2
L9S,AUCTIONEER,1
L9S,BUILDING RENOVATOR,9
L9S,COLLECTOR OF SECOND HAND GOODS,1
L9S,DRAIN CONTRACTOR,1
L9S,DRAIN LAYER,3
L9S,DRIVING INSTRUCTOR (V),1
L9S,HEATING CONTRACTOR,1
L9S,MASTER HEATING INSTALLER,8
L9S,MASTER PLUMBER,12
L9S,MOTORIZED REFRESHMENT VEHICLE OWNER,3
L9S,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9S,PLUMBING CONTRACTOR,2
L9S,TAXICAB OWNER,7
L9S,TORONTO TAXICAB OWNER,2
L9S,TOW TRUCK OWNER,1
L9S 0B4,DRIVEWAY PAVING CONTRACTOR,1
L9S 0C5,BUILDING RENOVATOR,1
L9S 0C7,TOW TRUCK OWNER,5
L9S 0G9,BUILDING RENOVATOR,1
L9S 0H7,TOW TRUCK OWNER,10
L9S 0K8,DRIVEWAY PAVING CONTRACTOR,1
L9S 1G9,DRAIN CONTRACTOR,1
L9S 1L2,BUILDING RENOVATOR,2
L9S 2B9,BUILDING RENOVATOR,1
L9S 2C3,TOW TRUCK OWNER,2
L9S 2E1,PLUMBING CONTRACTOR,1
L9S 2G3,TOW TRUCK OWNER,3
L9S 2J5,PLUMBING CONTRACTOR,1
L9S 2J8,HEATING CONTRACTOR,1
L9S 2L8,BUILDING RENOVATOR,1
L9S 2L9,BUILDING RENOVATOR,1
L9S 2Y8,BUILDING RENOVATOR,1
L9S 3K5,PLUMBING CONTRACTOR,1
L9S 4A4,BUILDING RENOVATOR,1
L9S 4Y2,BUILDING RENOVATOR,1
L9S 4Z7,PLUMBING CONTRACTOR,1
L9S 4Z7,TAXICAB BROKER,1
L9S 4Z8,TOW TRUCK OWNER,6
L9S 5A5,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9T,AUCTIONEER,3
L9T,BUILDING RENOVATOR,7
L9T,DRIVING INSTRUCTOR (V),9
L9T,HAWKER/PEDLAR ON FOOT,2
L9T,HEATING CONTRACTOR,1
L9T,LIMOUSINE OWNER,11
L9T,MASTER HEATING INSTALLER,10
L9T,MASTER PLUMBER,24
L9T,MOTORIZED REFRESHMENT VEHICLE OWNER,4
L9T,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,3
L9T,PLUMBING CONTRACTOR,6
L9T,TAXICAB OWNER,52
L9T,TORONTO TAXICAB OWNER,3
L9T,TOW TRUCK OWNER,1
L9T 0B8,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9T 0L7,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9T 0X5,LIMOUSINE SERVICE COMPANY,1
L9T 1Z4,TOW TRUCK OWNER,2
L9T 2B1,BUILDING RENOVATOR,1
L9T 2N9,HEATING CONTRACTOR,1
L9T 2X8,BUILDING RENOVATOR,1
L9T 2X9,BUILDING RENOVATOR,1
L9T 2Y3,BUILDING RENOVATOR,1
L9T 3H2,PLUMBING & HEATING CONTRACTOR,2
L9T 3J2,HEATING CONTRACTOR,1
L9T 3N6,PLUMBING CONTRACTOR,1
L9T 3R1,PLUMBING & HEATING CONTRACTOR,1
L9T 3Z7,BUILDING RENOVATOR,2
L9T 4B4,BUILDING RENOVATOR,1
L9T 4C6,HEATING CONTRACTOR,1
L9T 4L9,LIMOUSINE OWNER,6
L9T 4W9,PLUMBING CONTRACTOR,1
L9T 5B1,PLUMBING CONTRACTOR,1
L9T 5E1,BUILDING CLEANER,2
L9T 5E1,BUILDING RENOVATOR,1
L9T 5G3,BUILDING RENOVATOR,1
L9T 5G3,DRIVEWAY PAVING CONTRACTOR,1
L9T 5K6,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9T 5P2,DRAIN CONTRACTOR,1
L9T 5P9,LIMOUSINE OWNER,2
L9T 5W6,BUILDING RENOVATOR,1
L9T 5X9,TAXICAB OWNER,13
L9T 5Y1,TAXICAB OPERATOR,1
L9T 5Y1,TAXICAB OWNER,3
L9T 5Y3,TAXICAB OWNER,1
L9T 5Y5,TAXICAB OWNER,2
L9T 5Z2,TAXICAB OWNER,5
L9T 5Z6,DRAIN CONTRACTOR,1
L9T 6M6,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,2
L9T 6N9,PLUMBING CONTRACTOR,1
L9T 6P9,LIMOUSINE OWNER,1
L9T 6S6,BUILDING RENOVATOR,1
L9T 6T4,BUILDING RENOVATOR,1
L9T 6V5,TAXICAB OWNER,1
L9T 6V7,TAXICAB OWNER,4
L9T 7A2,BUILDING RENOVATOR,1
L9T 7T2,BUILDING RENOVATOR,1
L9T 8E2,MOBILE VENDING (FOOD TRUCK),4
L9T 8E2,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L9T 8E2,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9T 8K1,BUILDING RENOVATOR,1
L9T 8M7,DRIVING SCHOOL OPERATOR (B),1
L9T 8P2,BUILDING RENOVATOR,1
L9V,BUILDING RENOVATOR,1
L9V,DRIVING INSTRUCTOR (V),1
L9V,MASTER HEATING INSTALLER,2
L9V,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L9V,TAXICAB OWNER,2
L9V 2S1,TOW TRUCK OWNER,3
L9V 3P6,TOW TRUCK OWNER,4
L9W,BUILDING RENOVATOR,9
L9W,DRAIN LAYER,1
L9W,HEATING CONTRACTOR,1
L9W,MASTER HEATING INSTALLER,9
L9W,MASTER PLUMBER,11
L9W,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9W,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9W,PEDICAB OWNER,11
L9W,PLUMBING CONTRACTOR,2
L9W,TAXICAB OWNER,1
L9W 0A8,BUILDING RENOVATOR,1
L9W 0S1,BUILDING RENOVATOR,1
L9W 1L3,HEATING CONTRACTOR,1
L9W 1P2,TOW TRUCK OWNER,1
L9W 1P9,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9W 2X8,TOW TRUCK OWNER,4
L9W 2Y2,PLUMBING CONTRACTOR,1
L9W 2Z1,BUILDING RENOVATOR,1
L9W 2Z2,BUILDING RENOVATOR,1
L9W 4A1,TAXICAB OWNER,1
L9W 5C5,BUILDING RENOVATOR,1
L9W 6E8,BUILDING RENOVATOR,1
L9W 6T3,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9W 6W6,PLUMBING CONTRACTOR,1
L9W 6W8,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9X,HEATING CONTRACTOR,1
L9X,MASTER HEATING INSTALLER,1
L9X,MASTER PLUMBER,1
L9X,PLUMBING CONTRACTOR,1
L9X,TAXICAB OWNER,1
L9Y,BUILDING RENOVATOR,1
L9Y,MASTER HEATING INSTALLER,2
L9Y,MASTER PLUMBER,2
L9Y,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L9Y,PLUMBING CONTRACTOR,1
L9Y,TAXICAB OWNER,1
L9Y 0L1,BUILDING RENOVATOR,1
L9Y 0S4,TAXICAB OWNER,1
L9Y 3Z1,PLUMBING & HEATING CONTRACTOR,1
L9Y 5C7,DRIVEWAY PAVING CONTRACTOR,1
L9Y 5H5,BUILDING RENOVATOR,1
L9Y 5H5,INSULATION INSTALLER,1
L9Z,BUILDING RENOVATOR,2
L9Z,DRAIN LAYER,1
L9Z,DRIVING INSTRUCTOR (V),1
L9Z,HEATING CONTRACTOR,1
L9Z,MASTER HEATING INSTALLER,2
L9Z,MASTER PLUMBER,2
L9Z,TAXICAB OWNER,10
L9Z 0G8,BUILDING RENOVATOR,1
L9Z 1A5,HEATING CONTRACTOR,1
L9Z 1P5,BUILDING RENOVATOR,1
L9Z 1Y4,TAXICAB OWNER,3
M1B,BUILDING RENOVATOR,48
M1B,DRAIN LAYER,1
M1B,DRIVEWAY PAVING CONTRACTOR,1
M1B,DRIVING INSTRUCTOR (V),89
M1B,HAWKER/PEDLAR ON FOOT,17
M1B,HAWKER/PEDLAR WITH MOTOR VEHICLE,7
M1B,HEATING CONTRACTOR,4
M1B,LIMOUSINE OWNER,15
M1B,MASTER HEATING INSTALLER,12
M1B,MASTER PLUMBER,15
M1B,MOBILE VENDING (FOOD TRUCK),5
M1B,MOTORIZED REFRESHMENT VEHICLE OWNER,7
M1B,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,10
M1B,PLUMBING CONTRACTOR,1
M1B,TAXICAB OWNER,72
M1B,TORONTO TAXICAB OWNER,16
M1B,TOW TRUCK OWNER,10
M1B 0A7,CLOTHING DROP BOX LOCATION PERMIT,1
M1B 0A7,DRIVING SCHOOL OPERATOR (B),1
M1B 0A7,DRIVING SCHOOL OPERATOR (V),1
M1B 0A7,EATING ESTABLISHMENT,6
M1B 0A7,PERSONAL SERVICES SETTINGS,11
M1B 0A7,RETAIL STORE (FOOD),20
M1B 0A7,TEMPORARY SIGN - MOBILE,5
M1B 0B6,EATING ESTABLISHMENT,2
M1B 0B6,RETAIL STORE (FOOD),2
M1B 0C2,EATING ESTABLISHMENT,1
